Latitude,Longitude
32.002972341788,-80.847260972065
32.00053888718,-80.845968511203
32.021525849946,-80.853654091827
32.007561166603,-80.8470959351
32.016600176476,-80.844942631992
32.016600176476,-80.844942631992
32.018152137076,-80.844322202938
32.022391055978,-80.850679933995
32.00053888718,-80.845968511203
32.00053888718,-80.845968511203
32.024438460477,-80.850648416834
32.014317492399,-80.844606979798
32.010284753977,-80.84529138518
32.007324230811,-80.846306235203
32.019260690061,-80.847519499319
32.024438460477,-80.850648416834
32.007324230811,-80.846306235203
32.024438460477,-80.850648416834
32.022264012378,-80.856426165583
32.022264012378,-80.856426165583
32.003532270569,-80.855291981673
32.014641373817,-80.847324414756
32.00053888718,-80.845968511203
32.00053888718,-80.845968511203
32.015162673694,-80.851199438159
32.002972341788,-80.847260972065
32.019143272641,-80.851881251418
32.010284753977,-80.84529138518
32.015162673694,-80.851199438159
32.024438460477,-80.850648416834
32.014641373817,-80.847324414756
32.022264012378,-80.856426165583
32.022264012378,-80.856426165583
32.000354370987,-80.845174205531
32.022264012378,-80.856426165583
32.019821928526,-80.845114686079
32.022264012378,-80.856426165583
32.00053888718,-80.845968511203
32.00053888718,-80.845968511203
32.010284753977,-80.84529138518
32.003975068487,-80.845645458159
32.002972341788,-80.847260972065
32.008633914491,-80.845461388078
32.015162673694,-80.851199438159
32.020718662574,-80.855343753742
32.019260690061,-80.847519499319
32.022264012378,-80.856426165583
32.022264012378,-80.856426165583
32.02082381042,-80.845119012841
32.009868359991,-80.84339442476
32.00053888718,-80.845968511203
32.014641373817,-80.847324414756
32.009868359991,-80.84339442476
32.002972341788,-80.847260972065
32.022264012378,-80.856426165583
32.00053888718,-80.845968511203
32.002972341788,-80.847260972065
32.024438460477,-80.850648416834
32.016600176476,-80.844942631992
32.002972341788,-80.847260972065
32.018010518613,-80.847614996487
32.022264012378,-80.856426165583
32.001026548986,-80.846336927869
32.020794874153,-80.853538456771
32.022414111889,-80.853903399171
32.002972341788,-80.847260972065
32.019260690061,-80.847519499319
32.003975068487,-80.845645458159
32.002744474965,-80.844163324556
32.019260690061,-80.847519499319
32.017161982142,-80.84269205033
32.019260690061,-80.847519499319
32.022264012378,-80.856426165583
32.003532270569,-80.855291981673
32.020442494192,-80.849390496411
32.022264012378,-80.856426165583
32.020463707611,-80.859318421706
32.019260690061,-80.847519499319
32.00053888718,-80.845968511203
32.022264012378,-80.856426165583
32.002972341788,-80.847260972065
32.010467728067,-80.849156945702
32.002972341788,-80.847260972065
32.002744474965,-80.844163324556
32.023342946718,-80.847239249449
32.014317492399,-80.844606979798
32.023342946718,-80.847239249449
32.024911289372,-80.851202761728
32.022264012378,-80.856426165583
32.007561166603,-80.8470959351
32.022264012378,-80.856426165583
32.022202573631,-80.846891201988
32.023130001977,-80.855731969166
32.02028065281,-80.854793034224
32.00053888718,-80.845968511203
32.022264012378,-80.856426165583
32.010284753977,-80.84529138518
32.020442494192,-80.849390496411
32.004214479473,-80.843672010181
32.015826975057,-80.842627180772
32.019260690061,-80.847519499319
32.009868359991,-80.84339442476
32.010284753977,-80.84529138518
32.005411759355,-80.845118088461
32.00053888718,-80.845968511203
32.022264012378,-80.856426165583
32.019577135363,-80.848928544195
32.00053888718,-80.845968511203
32.00053888718,-80.845968511203
32.010467728067,-80.849156945702
32.002972341788,-80.847260972065
32.00053888718,-80.845968511203
32.02425098961,-80.853680533952
32.00053888718,-80.845968511203
32.00053888718,-80.845968511203
32.020794874153,-80.853538456771
32.015826975057,-80.842627180772
32.021384352093,-80.852491035994
32.016600176476,-80.844942631992
32.019260690061,-80.847519499319
32.001026548986,-80.846336927869
32.010284753977,-80.84529138518
32.02085975914,-80.843693454552
32.019746434079,-80.842812619811
32.003975068487,-80.845645458159
32.002972341788,-80.847260972065
31.999707731829,-80.845322905537
32.014641373817,-80.847324414756
32.016600176476,-80.844942631992
32.010284753977,-80.84529138518
32.017997502368,-80.848516559854
32.010284753977,-80.84529138518
32.002972341788,-80.847260972065
32.015647389429,-80.878751319365
32.002972341788,-80.847260972065
32.02043700126,-80.84586550521
32.019260690061,-80.847519499319
32.020136007117,-80.844446490912
32.024438460477,-80.850648416834
32.00053888718,-80.845968511203
32.00053888718,-80.845968511203
32.010284753977,-80.84529138518
32.002972341788,-80.847260972065
32.00053888718,-80.845968511203
32.010284753977,-80.84529138518
32.022264012378,-80.856426165583
32.002972341788,-80.847260972065
32.014317492399,-80.844606979798
32.01830509177,-80.842897753715
32.00053888718,-80.845968511203
32.015233049206,-80.848815549775
32.015647389429,-80.878751319365
32.002972341788,-80.847260972065
32.014317492399,-80.844606979798
32.015162673694,-80.851199438159
32.010284753977,-80.84529138518
32.00053888718,-80.845968511203
32.007561166603,-80.8470959351
32.009868359991,-80.84339442476
32.022264012378,-80.856426165583
32.020065377036,-80.846870113473
32.022264012378,-80.856426165583
32.014317492399,-80.844606979798
32.002972341788,-80.847260972065
32.00053888718,-80.845968511203
32.022264012378,-80.856426165583
32.01782965254,-80.849502073905
32.002363626949,-80.844428318786
32.007561166603,-80.8470959351
32.00053888718,-80.845968511203
32.02028065281,-80.854793034224
32.023342946718,-80.847239249449
32.020418127208,-80.860766356221
32.013567287439,-80.845021004471
32.020136007117,-80.844446490912
32.022264012378,-80.856426165583
32.020313533744,-80.844913333031
32.022264012378,-80.856426165583
32.003975068487,-80.845645458159
32.019260690061,-80.847519499319
32.020418127208,-80.860766356221
32.02082381042,-80.845119012841
32.023810112174,-80.853801232861
32.001504000277,-80.844603986873
32.02028065281,-80.854793034224
32.017997502368,-80.848516559854
32.024438460477,-80.850648416834
32.014641373817,-80.847324414756
32.017997502368,-80.848516559854
32.00053888718,-80.845968511203
32.02425098961,-80.853680533952
32.014641373817,-80.847324414756
32.019260690061,-80.847519499319
32.014317492399,-80.844606979798
32.019260690061,-80.847519499319
32.010284753977,-80.84529138518
32.022264012378,-80.856426165583
32.002972341788,-80.847260972065
32.003532270569,-80.855291981673
32.002972341788,-80.847260972065
32.022264012378,-80.856426165583
32.010284753977,-80.84529138518
32.022202573631,-80.846891201988
32.019577135363,-80.848928544195
31.999491772552,-80.846525646672
32.02082381042,-80.845119012841
32.00053888718,-80.845968511203
32.015877564886,-80.850293831866
32.022414111889,-80.853903399171
32.014727296072,-80.849124792789
32.023342946718,-80.847239249449
32.010284753977,-80.84529138518
32.00053888718,-80.845968511203
32.005411759355,-80.845118088461
32.015984005685,-80.847677280094
32.022264012378,-80.856426165583
32.016600176476,-80.844942631992
32.00053888718,-80.845968511203
32.010284753977,-80.84529138518
32.01847244372,-80.843523942102
32.005411759355,-80.845118088461
32.001026548986,-80.846336927869
32.002972341788,-80.847260972065
32.010284753977,-80.84529138518
32.00053888718,-80.845968511203
32.022202573631,-80.846891201988
32.022264012378,-80.856426165583
32.022264012378,-80.856426165583
31.999930320432,-80.8451966032
32.010467728067,-80.849156945702
32.00053888718,-80.845968511203
32.012575035007,-80.844823809993
32.010284753977,-80.84529138518
32.021525849946,-80.853654091827
32.022264012378,-80.856426165583
32.022264012378,-80.856426165583
32.023342946718,-80.847239249449
32.019260690061,-80.847519499319
